Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2005,WORLD,"5,220,407","6,587,225","8,089,714","10,533,092","14,572,313","18,825,500","19,814,976","19,228,019","17,625,859","15,439,137","13,200,945","10,794,424","8,854,714","6,801,624","5,739,238","9,203,133","190,531,600","2,677,876","3,372,534","4,161,286","5,440,966","7,555,518","9,941,882","10,568,003","10,256,641","9,356,980","8,060,118","6,694,416","5,380,523","4,286,919","3,193,225","2,560,356","3,768,854","97,276,738","2,542,531","3,214,691","3,928,428","5,092,126","7,016,795","8,883,618","9,246,973","8,971,378","8,268,879","7,379,019","6,506,529","5,413,901","4,567,795","3,608,399","3,178,882","5,434,279","93,254,862"
2005,More developed regions,"1,382,349","2,745,916","4,111,238","6,001,376","8,277,213","10,907,517","11,866,650","11,969,113","11,335,320","10,307,838","8,993,760","7,419,376","6,137,708","4,662,234","3,940,746","6,236,418","116,295,565","704,043","1,405,765","2,131,068","3,128,932","4,236,103","5,520,459","5,978,801","6,019,202","5,679,410","5,075,241","4,313,941","3,547,807","2,873,442","2,123,549","1,711,999","2,437,251","56,887,391","678,306","1,340,151","1,980,170","2,872,444","4,041,110","5,387,058","5,887,849","5,949,911","5,655,910","5,232,597","4,679,819","3,871,569","3,264,266","2,538,685","2,228,747","3,799,167","59,408,174"
2005,Less developed regions,"3,838,058","3,841,309","3,978,476","4,531,716","6,295,100","7,917,983","7,948,326","7,258,906","6,290,539","5,131,299","4,207,185","3,375,048","2,717,006","2,139,390","1,798,492","2,966,715","74,236,035","1,973,833","1,966,769","2,030,218","2,312,034","3,319,415","4,421,423","4,589,202","4,237,439","3,677,570","2,984,877","2,380,475","1,832,716","1,413,477","1,069,676","848,357","1,331,603","40,389,347","1,864,225","1,874,540","1,948,258","2,219,682","2,975,685","3,496,560","3,359,124","3,021,467","2,612,969","2,146,422","1,826,710","1,542,332","1,303,529","1,069,714","950,135","1,635,112","33,846,688"
2005,Least developed countries,"756,002","814,404","861,492","916,197","1,012,851","1,068,560","979,265","832,727","669,093","510,887","394,256","313,235","237,263","176,525","124,418","135,871","9,803,046","383,436","411,901","439,164","453,478","496,798","530,108","498,962","436,702","350,631","270,084","205,958","164,047","125,462","92,254","63,316","67,734","4,990,035","372,566","402,503","422,328","462,719","516,053","538,452","480,303","396,025","318,462","240,803","188,298","149,188","111,801","84,271","61,102","68,137","4,813,011"
2005,"Less developed regions, excluding least developed countries","3,082,611","3,027,881","3,118,136","3,617,005","5,285,038","6,854,254","6,974,511","6,431,719","5,626,986","4,625,390","3,816,832","3,065,189","2,482,294","1,964,753","1,675,719","2,834,482","64,483,287","1,590,671","1,555,356","1,591,632","1,859,296","2,824,021","3,893,836","4,093,150","3,803,764","3,329,985","2,717,486","2,176,593","1,670,429","1,289,333","978,422","785,912","1,265,722","35,425,871","1,491,940","1,472,525","1,526,504","1,757,709","2,461,017","2,960,418","2,881,361","2,627,955","2,297,001","1,907,904","1,640,239","1,394,760","1,192,961","986,331","889,807","1,568,760","29,057,416"
2005,High-income countries,"2,207,703","3,450,835","4,467,549","5,893,538","8,599,424","12,088,420","13,103,724","12,713,595","11,405,190","9,896,528","8,329,265","6,654,690","5,451,380","4,224,697","3,548,779","5,750,739","117,786,056","1,141,480","1,781,375","2,326,381","3,101,552","4,515,382","6,478,460","7,077,449","6,824,040","6,079,895","5,158,025","4,185,643","3,297,716","2,634,625","1,986,004","1,602,685","2,305,498","60,496,210","1,066,223","1,669,460","2,141,168","2,791,986","4,084,042","5,609,960","6,026,275","5,889,555","5,325,295","4,738,503","4,143,622","3,356,974","2,816,755","2,238,693","1,946,094","3,445,241","57,289,846"
2005,Middle-income countries,"2,421,554","2,462,091","2,917,800","3,899,283","5,178,676","5,890,895","5,925,436","5,822,604","5,640,164","5,090,905","4,515,291","3,857,775","3,190,289","2,430,047","2,088,301","3,330,350","64,661,461","1,237,874","1,250,262","1,479,470","1,979,024","2,658,571","3,049,198","3,096,786","3,078,295","2,976,133","2,666,552","2,324,101","1,936,468","1,540,043","1,131,048","906,316","1,403,390","32,713,531","1,183,680","1,211,829","1,438,330","1,920,259","2,520,105","2,841,697","2,828,650","2,744,309","2,664,031","2,424,353","2,191,190","1,921,307","1,650,246","1,298,999","1,181,985","1,926,960","31,947,930"
2005,Upper-middle-income countries,"1,079,975","1,179,044","1,581,699","2,247,846","3,174,277","3,518,104","3,410,275","3,246,885","3,011,545","2,763,316","2,507,025","2,152,044","1,820,468","1,306,459","1,118,507","1,695,948","35,813,417","554,390","605,252","800,791","1,145,235","1,647,915","1,865,686","1,821,181","1,733,897","1,600,000","1,448,663","1,286,767","1,071,365","871,948","603,237","479,526","685,619","18,221,472","525,585","573,792","780,908","1,102,611","1,526,362","1,652,418","1,589,094","1,512,988","1,411,545","1,314,653","1,220,258","1,080,679","948,520","703,222","638,981","1,010,329","17,591,945"
2005,Lower-middle-income countries,"1,341,579","1,283,047","1,336,101","1,651,437","2,004,399","2,372,791","2,515,161","2,575,719","2,628,619","2,327,589","2,008,266","1,705,731","1,369,821","1,123,588","969,794","1,634,402","28,848,044","683,484","645,010","678,679","833,789","1,010,656","1,183,512","1,275,605","1,344,398","1,376,133","1,217,889","1,037,334","865,103","668,095","527,811","426,790","717,771","14,492,059","658,095","638,037","657,422","817,648","993,743","1,189,279","1,239,556","1,231,321","1,252,486","1,109,700","970,932","840,628","701,726","595,777","543,004","916,631","14,355,985"
2005,Low-income countries,"573,574","644,176","663,986","696,030","754,477","800,033","734,617","641,401","536,826","416,359","328,925","262,505","199,624","138,327","97,141","116,324","7,604,325","289,584","325,635","334,754","338,455","362,688","392,645","369,701","330,280","280,246","218,701","171,540","136,897","105,444","71,632","48,765","57,528","3,834,495","283,990","318,541","329,232","357,575","391,789","407,388","364,916","311,121","256,580","197,658","157,385","125,608","94,180","66,695","48,376","58,796","3,769,830"
2005,Sub-Saharan Africa,"1,165,309","1,141,025","1,143,546","1,201,314","1,345,411","1,490,347","1,439,310","1,272,580","1,053,258","831,299","650,616","515,411","390,597","276,279","172,779","182,793","14,272,361","590,838","572,843","570,743","592,002","671,775","774,378","782,721","719,193","614,188","492,792","386,614","301,888","226,590","158,368","97,697","97,788","7,650,681","574,471","568,182","572,803","609,312","673,636","715,969","656,589","553,387","439,070","338,507","264,002","213,523","164,007","117,911","75,082","85,005","6,621,680"
2005,AFRICA,"1,236,982","1,208,474","1,214,335","1,288,532","1,469,720","1,618,087","1,570,922","1,392,095","1,154,602","914,511","715,850","563,742","427,913","297,566","188,645","199,843","15,462,306","631,599","611,018","609,288","641,958","748,671","855,561","870,981","803,335","686,913","551,859","431,989","334,313","250,289","170,645","105,992","105,914","8,410,588","605,383","597,456","605,047","646,574","721,049","762,526","699,941","588,760","467,689","362,652","283,861","229,429","177,624","126,921","82,653","93,929","7,051,718"
2005,Eastern Africa,"360,661","365,376","380,841","401,827","452,498","492,457","464,234","415,819","347,368","276,108","219,829","179,425","140,574","98,177","67,311","83,287","4,745,792","188,475","190,164","195,427","205,381","232,507","257,015","249,075","227,641","193,221","154,248","122,716","99,371","79,053","54,127","36,795","44,244","2,529,460","172,186","175,212","185,414","196,446","219,991","235,442","215,159","188,178","154,147","121,860","97,113","80,054","61,521","44,050","30,516","39,043","2,216,332"
2005,Burundi,"20,899","13,760","16,787","13,395","12,533","15,339","17,360","16,427","13,135","9,971","6,832","5,223","3,682","3,053","2,630","1,848","172,874","8,909","5,880","7,204","6,118","6,449","8,636","9,743","8,880","6,809","4,982","3,348","2,491","1,761","1,461","1,258",876,"84,805","11,990","7,880","9,583","7,277","6,084","6,703","7,617","7,547","6,326","4,989","3,484","2,732","1,921","1,592","1,372",972,"88,069"
2005,Comoros,482,518,681,929,"1,154","1,315","1,455","1,472","1,336","1,117",852,685,491,338,221,163,"13,209",213,227,294,406,520,603,674,695,649,563,444,364,269,175,114,76,"6,286",269,291,387,523,634,712,781,777,687,554,408,321,222,163,107,87,"6,923"
2005,Djibouti,"3,996","5,523","7,318","9,557","11,381","11,999","11,005","8,874","6,497","4,610","3,426","2,889","2,273","1,212",606,925,"92,091","2,666","3,384","4,099","4,885","5,547","5,927","5,784","5,106","3,997","2,918","2,187","1,824","1,431",692,346,522,"51,315","1,330","2,139","3,219","4,672","5,834","6,072","5,221","3,768","2,500","1,692","1,239","1,065",842,520,260,403,"40,776"
2005,Eritrea,870,787,"1,081","1,341","1,540","1,651","1,587","1,392","1,136",897,696,547,382,200,80,127,"14,314",476,433,599,743,848,899,856,745,604,475,367,286,207,97,39,55,"7,729",394,354,482,598,692,752,731,647,532,422,329,261,175,103,41,72,"6,585"
2005,Ethiopia,"29,619","34,710","41,175","48,801","55,033","57,640","54,309","46,771","37,980","30,016","23,887","19,293","16,211","9,395","3,758","5,644","514,242","15,831","18,548","22,005","26,009","29,200","30,429","28,539","24,464","19,778","15,531","12,277","9,814","8,297","4,503","1,802","2,698","269,725","13,788","16,162","19,170","22,792","25,833","27,211","25,770","22,307","18,202","14,485","11,610","9,479","7,914","4,892","1,956","2,946","244,517"
2005,Kenya,"92,971","97,345","88,586","78,710","72,585","66,987","56,755","49,165","38,397","30,835","24,314","20,227","15,656","10,979","6,302","7,080","756,894","48,572","50,496","45,781","40,679","37,405","34,255","28,943","25,205","19,880","16,151","12,786","10,553","8,038","5,650","3,261","3,655","391,310","44,399","46,849","42,805","38,031","35,180","32,732","27,812","23,960","18,517","14,684","11,528","9,674","7,618","5,329","3,041","3,425","365,584"
2005,Madagascar,"1,374","1,426","1,420","1,263","1,283","1,705","1,997","1,919","1,756","1,744","1,952","2,120","2,030","1,692","1,263","1,114","26,058",556,587,602,578,650,917,"1,048",957,887,960,"1,190","1,404","1,427","1,240",928,813,"14,744",818,839,818,685,633,788,949,962,869,784,762,716,603,452,335,301,"11,314"
2005,Malawi,"13,995","13,632","13,716","16,457","20,792","22,369","21,105","18,553","15,578","12,761","10,628","8,363","6,451","5,165","8,805","13,291","221,661","6,962","6,718","6,582","7,730","9,803","10,925","10,610","9,338","7,669","6,097","4,964","3,827","2,896","2,270","3,819","5,721","105,931","7,033","6,914","7,134","8,727","10,989","11,444","10,495","9,215","7,909","6,664","5,664","4,536","3,555","2,895","4,986","7,570","115,730"
2005,Mauritius,427,572,608,855,"1,188","3,495","4,147","3,327","1,702","1,072",696,568,361,263,193,173,"19,647",213,291,281,331,393,"1,146","1,729","1,611",942,641,413,344,221,172,119,96,"8,943",214,281,327,524,795,"2,349","2,418","1,716",760,431,283,224,140,91,74,77,"10,704"
2005,Mayotte,"3,350","3,647","4,630","6,130","7,696","8,593","8,207","6,864","5,010","2,808","1,782","1,813","1,521",770,144,211,"63,176","1,770","1,818","2,124","2,723","3,508","4,059","4,007","3,471","2,665","1,583","1,031","1,043",863,475,92,132,"31,364","1,580","1,829","2,506","3,407","4,188","4,534","4,200","3,393","2,345","1,225",751,770,658,295,52,79,"31,812"
2005,Mozambique,"30,394","21,419","15,563","13,751","23,060","34,857","16,473","11,651","9,652","7,294","5,761","4,978","3,566","2,648","2,159","1,604","204,830","15,173","10,817","7,659","6,419","10,679","16,726","8,448","6,151","5,216","3,899","3,125","2,750","2,013","1,444","1,149",832,"102,500","15,221","10,602","7,904","7,332","12,381","18,131","8,025","5,500","4,436","3,395","2,636","2,228","1,553","1,204","1,010",772,"102,330"
2005,Réunion,"3,869","9,083","11,721","11,914","8,540","9,757","11,219","11,308","9,948","8,210","7,165","4,719","2,898","1,855","1,196","1,674","115,076","2,003","4,675","5,960","5,978","4,223","4,785","5,516","5,661","5,115","4,354","3,921","2,667","1,686","1,087",669,896,"59,196","1,866","4,408","5,761","5,936","4,317","4,972","5,703","5,647","4,833","3,856","3,244","2,052","1,212",768,527,778,"55,880"
2005,Rwanda,"15,661","21,884","30,878","41,395","52,965","57,510","51,868","41,802","31,757","24,017","18,560","15,275","9,557","6,999","5,793","6,876","432,797","7,496","10,633","14,976","20,061","26,361","29,861","27,840","22,592","16,886","12,373","9,082","6,945","5,349","2,763","1,979","1,830","217,027","8,165","11,251","15,902","21,334","26,604","27,649","24,028","19,210","14,871","11,644","9,478","8,330","4,208","4,236","3,814","5,046","215,770"
2005,Seychelles,267,335,330,325,951,"1,255","1,489","1,240","1,054",641,340,251,176,133,103,107,"8,997",156,193,194,202,624,852,975,809,681,420,220,162,113,90,67,62,"5,820",111,142,136,123,327,403,514,431,373,221,120,89,63,43,36,45,"3,177"
2005,Somalia,"2,742","2,189","1,610","1,493","1,645","1,962","2,022","1,925","1,614","1,217",836,591,444,164,100,116,"20,670","1,371","1,085",740,670,771,991,"1,118","1,151","1,012",775,530,367,264,95,54,53,"11,047","1,371","1,104",870,823,874,971,904,774,602,442,306,224,180,69,46,63,"9,623"
2005,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Uganda,"54,553","50,655","51,559","52,763","58,896","62,634","61,360","56,465","48,057","40,738","33,416","28,649","21,686","14,723","6,721","10,093","652,968","26,564","24,589","24,686","24,662","26,828","28,349","28,473","27,495","24,677","21,800","18,340","15,914","12,143","8,317","3,824","5,760","322,421","27,989","26,066","26,873","28,101","32,068","34,285","32,887","28,970","23,380","18,938","15,076","12,735","9,543","6,406","2,897","4,333","330,547"
2005,United Republic of Tanzania,"56,526","50,932","47,332","51,719","60,223","66,547","72,161","72,592","66,068","52,920","40,902","33,145","28,876","25,014","21,809","24,080","770,846","35,666","31,909","29,436","31,932","37,068","41,126","44,986","45,618","41,737","33,597","26,191","21,486","18,967","16,602","14,476","15,977","486,774","20,860","19,023","17,896","19,787","23,155","25,421","27,175","26,974","24,331","19,323","14,711","11,659","9,909","8,412","7,333","8,103","284,072"
2005,Zambia,"15,060","18,546","23,109","24,935","26,440","26,427","24,410","20,729","17,124","14,253","12,084","10,206","7,271","6,074","2,428","3,653","252,749","7,372","9,059","11,272","12,258","13,245","13,522","12,643","10,767","8,902","7,423","6,300","5,354","3,842","3,298","1,319","1,977","128,553","7,688","9,487","11,837","12,677","13,195","12,905","11,767","9,962","8,222","6,830","5,784","4,852","3,429","2,776","1,109","1,676","124,196"
2005,Zimbabwe,"13,606","18,413","22,737","26,094","34,593","40,415","45,305","43,343","39,567","30,987","25,700","19,883","17,042","7,500","3,000","4,508","392,693","6,506","8,822","10,933","12,997","18,385","23,007","27,143","26,925","25,115","19,706","16,000","11,776","9,266","3,696","1,480","2,213","223,970","7,100","9,591","11,804","13,097","16,208","17,408","18,162","16,418","14,452","11,281","9,700","8,107","7,776","3,804","1,520","2,295","168,723"
2005,Middle Africa,"183,529","180,556","160,270","167,761","179,590","181,803","173,675","159,489","139,524","110,527","88,157","72,601","52,826","35,427","20,990","22,103","1,928,828","91,742","90,104","80,240","80,785","86,814","90,794","88,111","82,843","74,142","58,720","46,692","39,072","29,420","20,508","11,893","11,988","983,868","91,787","90,452","80,030","86,976","92,776","91,009","85,564","76,646","65,382","51,807","41,465","33,529","23,406","14,919","9,097","10,115","944,960"
2005,Angola,"2,728","3,789","5,085","6,268","7,199","7,448","6,580","5,247","4,083","3,135","2,531","2,148","1,675","1,308","1,009","1,096","61,329","1,161","1,579","2,084","2,548","3,074","3,530","3,491","3,004","2,426","1,878","1,519","1,262",955,670,518,541,"30,240","1,567","2,210","3,001","3,720","4,125","3,918","3,089","2,243","1,657","1,257","1,012",886,720,638,491,555,"31,089"
2005,Cameroon,"16,904","15,985","12,529","17,002","21,069","24,010","25,616","25,542","23,049","19,986","16,352","13,168","10,008","7,365","5,588","4,564","258,737","8,916","8,462","6,667","9,134","11,391","12,980","13,849","13,809","12,461","10,805","9,184","7,805","6,093","4,561","3,460","2,820","142,397","7,988","7,523","5,862","7,868","9,678","11,030","11,767","11,733","10,588","9,181","7,168","5,363","3,915","2,804","2,128","1,744","116,340"
2005,Central African Republic,"11,145","10,075","6,647","5,295","6,696","8,086","8,868","8,699","7,530","5,962","4,652","3,323","2,655","1,845","1,447","1,524","94,449","5,447","5,096","3,456","2,756","3,478","4,299","4,819","4,780","4,147","3,310","2,654","1,915","1,491",995,780,813,"50,236","5,698","4,979","3,191","2,539","3,218","3,787","4,049","3,919","3,383","2,652","1,998","1,408","1,164",850,667,711,"44,213"
2005,Chad,"45,258","40,251","33,705","34,002","35,177","32,738","29,270","26,869","23,667","14,992","10,857","10,048","6,394","3,721","2,153","2,960","352,062","20,430","18,115","14,445","13,146","14,982","15,109","12,911","13,001","12,751","7,770","4,644","4,214","3,236","2,406","1,211","1,344","159,715","24,828","22,136","19,260","20,856","20,195","17,629","16,359","13,868","10,916","7,222","6,213","5,834","3,158","1,315",942,"1,616","192,347"
